Dis No,Country,Region,Continent,Location,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs,Insured Damages,Total Damages
2020-0479-ECU,Ecuador,South America,Americas,"Chimborazo, Bolivar, Guayas, Los Ríos, Santa Elena, Manabí",,,18685.0,,18685.0,,,
2020-0072-ECU,Ecuador,South America,Americas,"Machala City (El Oro Province); Manabí,Morona Santiago Provinces",,,,,,,,
2020-0020-ESP,Spain,Southern Europe,Europe,"Gandia, Moixent Municipalities (Valencia Province); Avila Province; Asturias Region; Alicante; Almería provinces, Balearic Islands, Girona province, Catalonia, Aragón Murcia,eastern Andalusia",17.0,,2000.0,,2000.0,,84000.0,315000.0
2020-0240-ETH,Ethiopia,Eastern Africa,Africa,"Ale district (Illubabor, Oroma), Gamo Zone in SNNPR region",12.0,,,,,,,
2020-0159-ETH,Ethiopia,Eastern Africa,Africa,"Dire Dawa City, SNNPR",12.0,,219000.0,,219000.0,,,
2020-0222-ETH,Ethiopia,Eastern Africa,Africa,Gamo Area,10.0,,,,,,,
2020-0564-ETH,Ethiopia,Eastern Africa,Africa,South Gondar zone (Amhara Region),,,63030.0,,63030.0,,,
2020-0015-FJI,Fiji,Melanesia,Oceania,Viti Levu Island,2.0,,3115.0,,3115.0,,,
2020-0132-FJI,Fiji,Melanesia,Oceania,"Kadavvu, Southern Lau, Matuku, Vatulele",1.0,,180000.0,,180000.0,,,13000.0
2021-0070-FJI,Fiji,Melanesia,Oceania,,6.0,,82751.0,,82751.0,,,
2020-0254-FRA,France,Western Europe,Europe,"Ajaccio (Corsica); Salines, Cannes, Pietralba",,,200.0,,200.0,,,
2020-0459-FRA,France,Western Europe,Europe,Valleraugue (Gard department); Lozère and Herault departments,2.0,,421.0,,421.0,,,53000.0
2020-0418-FRA,France,Western Europe,Europe,Roya Valley (Provence-Alpes-Côte d'Azur Region),26.0,,600.0,,600.0,,,1000000.0
2020-0020-FRA,France,Western Europe,Europe,"Pyrénées-Orientales, Aude, Ariège, and Haute-Garonne departments",,,,,,,,
2020-0051-FRA,France,Western Europe,Europe,,,31.0,,,31.0,,,
2020-0530-FRA,France,Western Europe,Europe,,1924.0,,,,,,,
2020-0202-FRA,France,Western Europe,Europe,"Gironde, Landes Departments, Ile de France Region",,1.0,284.0,,285.0,,,
2020-0069-GBR,United Kingdom of Great Britain and Northern Ireland (the),Northern Europe,Europe,"East Cowick (East Yorkshire), Ironbridge area of Shropshire County (West Midlands), Lower Dee Valley (northern Wales)",,,480.0,,480.0,,,
2020-0051-GBR,United Kingdom of Great Britain and Northern Ireland (the),Northern Europe,Europe,,2.0,,,,,,,
2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),Northern Europe,Europe,,2556.0,,,,,,,
2020-0372-GEO,Georgia,Western Asia,Asia,"Racha-Lechkhumi and Kvemo Svaneti, Guria Imereti Regions; Lagodekhi Municipality, Kakheti Region",,,5133.0,,5133.0,,,
2020-0228-GHA,Ghana,Western Africa,Africa,Greater Accra Region,3.0,,200.0,,200.0,,,
2020-0399-GHA,Ghana,Western Africa,Africa,Bagre Dam in West Mamprusi Municipality,4.0,,,,,,,
2020-0480-GIN,Guinea,Western Africa,Africa,"Bordo, Far, Senkefera 2, Madina, Salamanida, Energieako 1, Farako 2, Dalako, Briqueterie, Missira, Kokolinikoro, Djodon, Senkefera, Banankoroda, Korialen, Hermakonon, Kankancoura, Dar-es-salam, Aviation, Kabada 1, Kabada 2, Fourouban, Timbo, Gare, Metéo, Sobje, Batè Nafadji, Gbéredou Baranama, Balandou, Karifamoria, Missamana, Tintioulen, Sabadou Baranama, Moribaya, Koumban,Tokounou, Mamouroudou, Boula prefectures (Kankan)",,5.0,49536.0,,49541.0,,,
2020-0466-GRC,Greece,Southern Europe,Europe,Samos,2.0,19.0,900.0,,919.0,,,
2020-0503-GRC,Greece,Southern Europe,Europe,Crete Island,,,570.0,,570.0,,,
2020-0331-GRC,Greece,Southern Europe,Europe,"Politika, Psahna, Bourtzi, Lefkanti viallges (Eubée Isl.)",8.0,,600.0,,600.0,,,30000.0
2020-0495-GTM,Guatemala,Central America,Americas,"Alta Verapaz, Baja Verapaz, Izabal, Chiquimula, Quiché, Zacapa departments",2.0,,131298.0,,131298.0,,,
2020-0155-GUF,French Guiana,South America,Americas,"Saint-Laurent du Maroni Commune, Camopi-Trois Sauts Commune, Kourou District",,,139.0,,139.0,,,
2020-0474-HND,Honduras,Central America,Americas,,110.0,,4566584.0,,4566584.0,,,5000000.0
2020-0495-HND,Honduras,Central America,Americas,,14.0,,578000.0,,578000.0,,,
2020-0106-HRV,Croatia,Southern Europe,Europe,Zagreb,1.0,27.0,60000.0,18915.0,78942.0,9450000.0,,6800000.0
2020-0572-HRV,Croatia,Southern Europe,Europe,"Sisak, Petrinja, Glina",8.0,36.0,140000.0,,140036.0,,,1200000.0
2020-0376-HTI,Haiti,Caribbean,Americas,,39.0,,44175.0,,44175.0,,,
2020-0225-IDN,Indonesia,South-Eastern Asia,Asia,"South Morotai, East Morotai, North Morotai, Morotai Jaya, South West Morotai, Rau Island",,,1490.0,70.0,1560.0,,,
2020-0517-IDN,Indonesia,South-Eastern Asia,Asia,"Lembata Regency, Solor Archipelago",,,19736.0,,19736.0,,,
2020-0518-IDN,Indonesia,South-Eastern Asia,Asia,East Java Province,,,550.0,,550.0,,,
2020-0086-IDN,Indonesia,South-Eastern Asia,Asia,"North Bolaang Mongondow Regency, Poso city, Sangkub, Bintauna, West Bolangitang, East Bolangitang Districts (Central, North Sulawesi provinces)",2.0,,40000.0,,40000.0,,,7200.0
2020-0144-IDN,Indonesia,South-Eastern Asia,Asia,Lamongan District (East Java Regency),,,25000.0,,25000.0,,,
2020-0245-IDN,Indonesia,South-Eastern Asia,Asia,"Aceh, Riau, Riau Islands, Bengkulu, South Sumatra, West Nusa Tenggara, South Sulawesi, and several parts of Kalimantan",4.0,,41837.0,,41837.0,,,
2020-0310-IDN,Indonesia,South-Eastern Asia,Asia,"Bolaang Uki, Tomini and Helumo sub-districts (South Bolaang Mongondow district, North Sulawesi province)",,,23461.0,,23461.0,,,
2020-0551-IDN,Indonesia,South-Eastern Asia,Asia,West Nusa Tenggara Province (Lesser Sunda Islands); Aceh Province (northern Sumatra),,,18200.0,,18200.0,,,
2020-0052-IDN,Indonesia,South-Eastern Asia,Asia,Musi Rawas Regency (South Sumatra Province); Jakarta Province,,,10905.0,,10905.0,,,
2020-0429-IDN,Indonesia,South-Eastern Asia,Asia,North Tarakan and Central Tarakan (North Kalimantan Province),11.0,,170.0,,170.0,,,
2021-0086-IDN,Indonesia,South-Eastern Asia,Asia,"Ngetos Village (Ngetos District, Nganjuk Regency, East Java Province)",9.0,16.0,175.0,,191.0,,,
2020-0014-IDN,Indonesia,South-Eastern Asia,Asia,"Samarinda City (East Kalimantan Province, Borneo Island)",,,7213.0,,7213.0,,,
2020-0033-IDN,Indonesia,South-Eastern Asia,Asia,"Sumedang Regency, Bandung District (West Java); Bojonegoro Regency (East Java)",10.0,,75000.0,,75000.0,,,
2020-0036-IDN,Indonesia,South-Eastern Asia,Asia,Central Tapanuli Regency (North Sumatra Province),9.0,22.0,2100.0,,2122.0,,,
2020-0068-IDN,Indonesia,South-Eastern Asia,Asia,"East Jakarta, North Jakarta, Karawang, West Jakarta,Tangerang City, Bekasi province",10.0,,112000.0,,112000.0,,,
2020-0115-IDN,Indonesia,South-Eastern Asia,Asia,"Dayeuhkolot, Baleendah, Bojongsoang, Katapang, Soreang, Banjaran, and Majalaya sub-districts (Bandung district, West Java) – with up to 3 meters (9.8 feet) of floodwaters. At least 9,659 homes and 74 other public facilities were flooded during the event. Wide swaths of infrastructure were also affected.",,,84609.0,,84609.0,,,
2020-0121-IDN,Indonesia,South-Eastern Asia,Asia,"Dayuehkolot, Baleendah, Bandung, Bogor Regencies , West Java Island (West Java Province)",1.0,,56488.0,,56488.0,,,
2020-0151-IDN,Indonesia,South-Eastern Asia,Asia,"Dayeuhkolot, Baleendah, Bojongsoang districts (Bandung Regency ,West Java Province)",2.0,,110000.0,,110000.0,,,
2020-0224-IDN,Indonesia,South-Eastern Asia,Asia,"Tegal City, Pekalongan City (Central Java Province) Sorong City (West Papua Province)",,,1835.0,,1835.0,,,
2020-0265-IDN,Indonesia,South-Eastern Asia,Asia,"Nisam, Matangkuli, Pirak Timu,Lhoksukon sub-distrcits (Aceh Utara and Bener Meriah Regency, Aceh Province, northern Sumatra)",,,10000.0,,10000.0,,,
2020-0532-IDN,Indonesia,South-Eastern Asia,Asia,"Central Java, Aceh Provinces (north-western Sumatra)",5.0,,110000.0,,110000.0,,,
2021-0088-IDN,Indonesia,South-Eastern Asia,Asia,"West Java, and Jakarta Provinces (Java Island)",7.0,,228650.0,,228650.0,,,
2020-0220-IND,India,Southern Asia,Asia,"Barak Valley Region (southern Assam State, north-east India); Hailakandi ; Cachar; Karimganj Districts",21.0,,155850.0,,155850.0,,,
2020-0332-IND,India,Southern Asia,Asia,Idukki district (Kerala state),70.0,,,,,,,
2020-0211-IND,India,Southern Asia,Asia,,90.0,,18000000.0,,18000000.0,,,13500000.0
2020-0217-IND,India,Southern Asia,Asia,"Raigad, Pune Districts (Maharashtra State)",6.0,,7500.0,,7500.0,,,820000.0
2020-0198-IND,India,Southern Asia,Asia,Uttar Pradesh State,29.0,,,,,,,10000.0
2020-0249-IND,India,Southern Asia,Asia,Jammu region,,,5000.0,,5000.0,,,
2020-0446-IND,India,Southern Asia,Asia,"Hyderabad, Telangana, Andhra Pradesh, Karnataka, South Odisha states",152.0,,150000.0,,150000.0,,,4000000.0
2020-0073-IRN,Iran (Islamic Republic of),Southern Asia,Asia,,,75.0,15000.0,,15075.0,,,
2021-0095-IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Esfahan, Kohgiluyeh and Boyer-Ahmad provinces",,63.0,24291.0,,24354.0,,,
2020-0574-IRN,Iran (Islamic Republic of),Southern Asia,Asia,Darabad mountains,12.0,,,,,,,
2020-0126-IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Khouzestan, Boushehr, Fars,Hormozgan, South Kerman and Sistan, Balouchestan provinces.",,,,,,,,
2020-0017-IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Iranshahr, Chabahar, Khash, Delgan, Zahedan, Sarbaz, Saravan, Sib and Sooran, fonooj, Kenarak, Mehrestan, Zahak, Mirjaveh, Nikshar Hirmand districts (Sistan and Baluchistan); Hormozgan, Kerman",4.0,12.0,196140.0,,196152.0,,,808000.0
2020-0076-IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Nurabad, Memulan, Poldakhtar cities (Lorestan, Khuzestan provinces)",,,24000.0,,24000.0,,,
2020-0118-IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Fars, Hormozgan, Qom, Sistan-Baloutchistan, Bouchher, Khouzestan",21.0,22.0,,,22.0,,,1500000.0
2020-0142-IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Isfahan, Tehran, Alborz, South Khorasan, North Khorasan, Semnan, Qom, Qazvin, Kerman, Kermanshah, Golestan, Gilan, Lorestan, Yazd",8.0,1.0,2500.0,,2501.0,,,
2020-0535-IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Bushehr, Fars, Golestan, Ilam, Khuzestan, Kohgiluyeh and Boyer-Ahmad, Lorestan, Qazvin.",7.0,,1000.0,,1000.0,,,50000.0
2020-0116-IRQ,Iraq,Western Asia,Asia,"Baqubah City (Diyala Governorate), Nineveh and Salah ad-Din Governorates, Mosul City (Nineveh)",8.0,,1500.0,,1500.0,,,100000.0
2020-0447-ISR,Israel,Western Asia,Asia,"Nof Hagalil , Kfar Oranim",,,21.0,,21.0,,,
2020-0365-ITA,Italy,Southern Europe,Europe,"Chiareggio Locality (Sondrio Province, Lombardy region)",3.0,2.0,180.0,,182.0,,,
2020-0051-ITA,Italy,Southern Europe,Europe,North,1.0,,,,,,,
2020-0540-ITA,Italy,Southern Europe,Europe,Crotone and Cosenza provinces (Calabria),,,200.0,,200.0,,,10000.0
2021-0105-JPN,Japan,Eastern Asia,Asia,Namie region,,100.0,,,100.0,,,
2020-0400-JPN,Japan,Eastern Asia,Asia,,2.0,52.0,,,52.0,,,
2020-0403-JPN,Japan,Eastern Asia,Asia,Okinawa Prefecture,,8.0,,,8.0,,,
2020-0462-KHM,Cambodia,South-Eastern Asia,Asia,,,,,,,,,
2020-0400-KOR,Korea (the Republic of),Eastern Asia,Asia,Ulsan,2.0,,,,,,800000.0,1200000.0
2020-0327-KOR,Korea (the Republic of),Eastern Asia,Asia,"South Gyeongsang, North Jeolla, South Jeolla provinces",10.0,,9000.0,,9000.0,,,
2020-0307-LAO,Lao People's Democratic Republic (the),South-Eastern Asia,Asia,Xayaboury Province,,,1000.0,,1000.0,,,
2020-0447-LBN,Lebanon,Western Asia,Asia,"Chouf, Akkar regions",,,,,,,,
2020-0482-LCA,Saint Lucia,Caribbean,Americas,,,801.0,,,801.0,,,
2020-0211-LKA,Sri Lanka,Southern Asia,Asia,,4.0,,1100.0,,1100.0,,,
2020-0461-LKA,Sri Lanka,Southern Asia,Asia,"Puttalam, Gampaha districts",3.0,,40000.0,,40000.0,,,
2020-0548-LKA,Sri Lanka,Southern Asia,Asia,"Mannar, Jaffna, Kilinorchchi, Mullaitivu, Vavuniya, Trincomalee, Kegalle, Rathnapura, Badulla, Kandy, Matal, Puttlam, Anuradhapura, Polonnaruwa",3.0,6.0,111659.0,,111665.0,,,
2021-0071-MAR,Morocco,Northern Africa,Africa,Tanger,24.0,10.0,,,10.0,,,
2021-0036-MDG,Madagascar,Eastern Africa,Africa,,1.0,,1000.0,,1000.0,,,
2020-0281-MEX,Mexico,Central America,Americas,South Oaxaca State (Mexico),10.0,24.0,24369.0,,24393.0,,,75000.0
2020-0416-MEX,Mexico,Central America,Americas,"Tabasco, Quintana Roo, Yucatán, Campeche",6.0,,3500.0,,3500.0,,,100000.0
2020-0474-MEX,Mexico,Central America,Americas,,31.0,,,,,,,
2020-0483-MEX,Mexico,Central America,Americas,"Quintana Roo, Yucatán, Chiapas, Campeche,Tabasco",,,,,,,,100000.0
2020-0324-MNG,Mongolia,Eastern Asia,Asia,"Ulaanbaatar, Ömnögovi ,Töv, Khövsgöl, Khentii Provinces",8.0,,12000.0,,12000.0,,,1700.0
2020-0602-MNG,Mongolia,Eastern Asia,Asia,"Arkhangai, Orkhon, Tuv, Uvs, Khuvsgul, Khentii, Darkhan-Uul, Dornod, Govi-Altai, Tuv, Selenge, Umnugovi provinces; Bagakhangai, Bayanzurkh and Sukhbaatar districts.",,,13875.0,,13875.0,,,
2020-0284-MNG,Mongolia,Eastern Asia,Asia,Sergelen District (Töv province) and Govisümber Provinces,2.0,,1230.0,,1230.0,,,
2020-0062-MOZ,Mozambique,Eastern Africa,Africa,"Grudja, Estaquinha, Bandua, Guara-Guara, Vila de Buzi, Muchanesse, Munimucua (Buzi distrcit, Sofala province); Sussundenga District (Manica)",2.0,,8700.0,,8700.0,,,
2020-0484-MOZ,Mozambique,Eastern Africa,Africa,"Niassa, Nampula, Zambézia, Manica, Tete",22.0,,145000.0,,145000.0,,,
2020-0436-MRT,Mauritania,Western Africa,Africa,"Nouakchott, Assaba, Hodh Ech Chargui",9.0,,10000.0,700.0,10700.0,,,
2020-0481-MRT,Mauritania,Western Africa,Africa,"Bassiknou, Adel Begrou, Amourj, Néma departments",,,9282.0,,9282.0,,,
2020-0046-MWI,Malawi,Eastern Africa,Africa,Karonga District,1.0,,2250.0,,2250.0,,,
2020-0559-MYS,Malaysia,South-Eastern Asia,Asia,"Terengganu, Kelantan, Pahang",,,9273.0,,9273.0,,,
2020-0272-MYS,Malaysia,South-Eastern Asia,Asia,"Tenom, Kota Belud, Papar, Beaufort, Penampang Districts (Sabah State); Baram, Marudi, Long Lama, Lawas, Limbang districts (Sarawak State)",,,9000.0,,9000.0,,,6800.0
2020-0289-MYS,Malaysia,South-Eastern Asia,Asia,"Pontian, Batu Pahat, Muar, Kluang,Tangkak Districts (Johor State)",,,1210.0,,1210.0,,,
2020-0414-MYS,Malaysia,South-Eastern Asia,Asia,"Kota Kinabalu, Kota Belud, Tuaran, Telipok Districts (Sabah State)",,,400.0,,400.0,,,
2020-0085-NAM,Namibia,Southern Africa,Africa,"Oshana, Oshikoto, Omusati, Ohangwena",,,1000.0,,1000.0,,,
2020-0336-NER,Niger (the),Western Africa,Africa,"Maradi, Tahoua, Tillabéri, Dosso",73.0,,,632608.0,632608.0,,,10000.0
2020-0387-NER,Niger (the),Western Africa,Africa,Niamey,10.0,12.0,50000.0,,50012.0,,,
2020-0039-NGA,Nigeria,Western Africa,Africa,"Ondo, Edo, Ebonyi, Enugu, Kano, Borno, Nasarawa, Kogi, Rivers, Abia, Adamawa, Benue, Kaduna, Delta, Taraba, Plateau, Bauchi, Osun, Ogun states",47.0,365.0,,,365.0,,,
2020-0528-NGA,Nigeria,Western Africa,Africa,"Bauchi, Delta, Enugu",76.0,222.0,,,222.0,,,
2020-0321-NGA,Nigeria,Western Africa,Africa,"Suleja City, Gwagwalada area, Abuja",30.0,,,,,,,
2020-0455-NGA,Nigeria,Western Africa,Africa,"Jigawa, Kebbi, Kwara, Sokoto, Zamfara",155.0,825.0,192600.0,,193425.0,,,100000.0
2020-0495-NIC,Nicaragua,Central America,Americas,,18.0,,900000.0,,900000.0,,,741000.0
2020-0530-NLD,Netherlands (the),Western Europe,Europe,,400.0,,,,,,,
2020-0569-NOR,Norway,Northern Europe,Europe,Ask (Gjerdrum municipality),10.0,10.0,1000.0,,1010.0,,,130000.0
2020-0428-NZL,New Zealand,Australia and New Zealand,Oceania,Lake Ohau,,,195.0,,195.0,,,10000.0
2020-0043-NZL,New Zealand,Australia and New Zealand,Oceania,Gore district (Southland); Clutha District (Otago),,,2400.0,,2400.0,,,29000.0
2020-0543-NZL,New Zealand,Australia and New Zealand,Oceania,Napier (Hawke’s Bay region),,,300.0,,300.0,,,71000.0
2020-0221-OMN,Oman,Western Asia,Asia,Governorate of Dhofar,3.0,,100.0,,100.0,,,
2020-0457-PAK,Pakistan,Southern Asia,Asia,"Tangus Village area, Gilgit-Baltistan Region",16.0,,,,,,,
2020-0130-PAK,Pakistan,Southern Asia,Asia,"Blochistan, Punjab, Sindh, Khyber Pakhtunkhwa Provinces",,,,,,,,
2020-0133-PAK,Pakistan,Southern Asia,Asia,Khyber Pakhtunkhwa,24.0,24.0,155.0,,179.0,,,
2020-0249-PAK,Pakistan,Southern Asia,Asia,"Bajaur, Buner districts (Khyber Pakhtunkhwa Province)",7.0,,5000.0,,5000.0,,,
2020-0330-PAN,Panama,Central America,Americas,"Calovébora Commune (Veraguas Province, western Panama); Colon Province (eastern Panama)",11.0,,150.0,,150.0,,,
2020-0474-PAN,Panama,Central America,Americas,"Bocas del Toro, Chiriquí, Coclé, Colón, Comarca Ngäbe Buglé, Herrera, Veraguas",79.0,,5000.0,,5000.0,,,11000.0
2020-0495-PAN,Panama,Central America,Americas,,4.0,,,,,,,
2020-0370-PHL,Philippines (the),South-Eastern Asia,Asia,Bicol Region,1.0,20.0,4255.0,705.0,4980.0,,,2500.0
2020-0008-PHL,Philippines (the),South-Eastern Asia,Asia,"Batangas, Cavite, Laguna, Quezon provinces (Calabarzon Region)",1.0,,736802.0,,736802.0,,,66000.0
2021-0022-PHL,Philippines (the),South-Eastern Asia,Asia,Negros Occidental and Northern Samar Provinces (Visayas); Luzon,2.0,,38160.0,,38160.0,,,
2020-0568-PHL,Philippines (the),South-Eastern Asia,Asia,Cebu province,10.0,11.0,,,11.0,,,
2020-0203-PHL,Philippines (the),South-Eastern Asia,Asia,"Calabazon, Eastern Visayas, Cordillera Administrative Region provinces",5.0,169.0,578571.0,,578740.0,,,31100.0
2020-0452-PHL,Philippines (the),South-Eastern Asia,Asia,"Visayas, Bicol, northern Mimaropa, southern Calabarzon Provinces",3.0,,250.0,,250.0,,,187.0
2020-0470-PHL,Philippines (the),South-Eastern Asia,Asia,,31.0,40.0,888375.0,,888415.0,,,87100.0
2020-0047-PNG,Papua New Guinea,Melanesia,Oceania,Mul-Baiyer District (Western Highlinds Province),7.0,,200.0,,200.0,,,
2020-0138-PNG,Papua New Guinea,Melanesia,Oceania,"Moripi, Toaripi, Taure Lakekamu, Malalaua Urban, Kaipi Melaripi, Kerema Urban, Ihu East, Ihu West and Baimuru",,,60000.0,,60000.0,,,
2020-0146-PNG,Papua New Guinea,Melanesia,Oceania,"Kundiawa-Gembogl District, Chimbu Province",10.0,,100.0,,100.0,,,
2020-0571-PNG,Papua New Guinea,Melanesia,Oceania,"Saki village, Goilala district",13.0,,,,,,,
2020-0051-POL,Poland,Eastern Europe,Europe,,3.0,6.0,,,6.0,,,
2020-0273-POL,Poland,Eastern Europe,Europe,"Mazovian, Podkarpackie, Lesser Poland Provinces",,,390.0,,390.0,,,
2020-0312-PRI,Puerto Rico,Caribbean,Americas,,1.0,,,,,,,59800.0
2020-0363-PRK,Korea (the Democratic People's Republic of),Eastern Asia,Asia,"North and South Hwanghae, North Phyongan, and Kangwon provinces",22.0,,85000.0,,85000.0,,,
2020-0080-PRY,Paraguay,South America,Americas,"Asuncion, Central",20.0,,106127.0,,106127.0,,,
2021-0001-PRY,Paraguay,South America,Americas,Conception City,,,4000.0,,4000.0,,,
2020-0286-ROU,Romania,Eastern Europe,Europe,"Bihor, Suceava, Vaslui",3.0,,1161.0,,1161.0,,,85000.0
2020-0156-RWA,Rwanda,Eastern Africa,Africa,Northern area,8.0,5.0,500.0,,505.0,,,
2020-0369-SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Al Madinah, Asir, Jizan, Najran, Al Bahah Regions",3.0,,600.0,,600.0,,,
2020-0397-SEN,Senegal,Western Africa,Africa,"Dakar, Thiès, Diourbel, Kaolack, Fatick, Kaffrine, Saint-Louis, Matam, Kolda, Sédhiou, Tambacounda",7.0,,16798.0,,16798.0,,,18000.0
2020-0474-SLV,El Salvador,Central America,Americas,"La Union, department of La Union",,,,,,,,
2020-0495-SLV,El Salvador,Central America,Americas,,1.0,,,,,,,
2020-0464-SLV,El Salvador,Central America,Americas,Nejapa municipality (San Salvador Department),42.0,,525.0,,525.0,,,
2020-0320-SOM,Somalia,Eastern Africa,Africa,"Hirshabelle, South West, Jubaland, Mogadishu districts",6.0,,191000.0,,191000.0,,,
2020-0159-SOM,Somalia,Eastern Africa,Africa,"Somalia States and territories (South West, Jubaland, Banadir, Puntland, and Somaliland); Belet Weyne, Jowhar (Hirshabelle State); Qardho",26.0,20.0,1000000.0,,1000020.0,,,
2020-0454-SVK,Slovakia,Eastern Europe,Europe,"Trencín, Kosice, Presov, Banská Bystrica, Zvolen Regions",1.0,,250.0,,250.0,,,
2020-0051-SVN,Slovenia,Southern Europe,Europe,,1.0,,,,,,,
2020-0051-SWE,Sweden,Northern Europe,Europe,,1.0,,,,,,,
2020-0447-SYR,Syrian Arab Republic,Western Asia,Asia,"Latakia, Tartous, Homs",3.0,79.0,140000.0,,140079.0,,,
2021-0039-SYR,Syrian Arab Republic,Western Asia,Asia,Idlib and Aleppo refugee camps (north-western Syria),1.0,3.0,142000.0,,142003.0,,,
2020-0302-TCD,Chad,Middle Africa,Africa,Moyen-Chari Province,,,2062.0,,2062.0,,,
2020-0382-TCD,Chad,Middle Africa,Africa,"Ndjamena, Lac, Mandoul, Tandjile, Mayo-Kebi East, Batha, Salama, Sila",3.0,,34872.0,,34872.0,,,
2020-0426-TGO,Togo,Western Africa,Africa,"Mandouri, Koumongou, Savanes and Kara regions",11.0,,57000.0,,57000.0,,,
2020-0199-THA,Thailand,South-Eastern Asia,Asia,,2.0,2.0,50500.0,,50502.0,,,10000.0
2020-0529-THA,Thailand,South-Eastern Asia,Asia,"Nakhon Si Thammarat, Narathiwat, Songkhla, Pattani, Surat Thani, Chumphon, Chatthalung,Trang, Phatthalung Provinces",29.0,,691659.0,,691659.0,,,50000.0
2020-0411-THA,Thailand,South-Eastern Asia,Asia,Central and eastern Provinces,6.0,,274923.0,,274923.0,,,
2020-0462-THA,Thailand,South-Eastern Asia,Asia,,1.0,,,,,,,
2020-0527-TJK,Tajikistan,Central Asia,Asia,"Khatlon Province, Asadullo, 18th Hizb (former Partsyezd) and Pakhtaobod villages of Khuroson district, Ergash village in Kushoniyon district, Galaba Street of Vahdat town and Surkhdara village in Fayzobod district",2.0,,2690.0,,2690.0,,,
2020-0132-TON,Tonga,Polynesia,Oceania,"Tongatapu, 'Eua",,,1289.0,,1289.0,,,111000.0
2020-0440-TUN,Tunisia,Northern Africa,Africa,"Tunis, Jendouba, Mahdia, Monastir, Sidi Bouzid, Sousse, Kairouan, Sfax, Kef",6.0,,40000.0,,40000.0,,,
2020-0034-TUR,Turkey,Western Asia,Asia,Sivrice District (Elazig province); Malatya Provinces),41.0,1607.0,69000.0,,70607.0,,,88000.0
2020-0073-TUR,Turkey,Western Asia,Asia,Van City (Baskale district),9.0,50.0,,3000.0,3050.0,,,
